municipality,education_level,year,count,population,percentage
Vallensbæk,I alt,2019,10867,16655.0,65.25
Vallensbæk,I alt,2020,10700,16547.75,64.66
Vallensbæk,I alt,2021,10643,16525.25,64.4
Vallensbæk,I alt,2022,10937,16633.0,65.75
Vallensbæk,I alt,2023,11684,17370.25,67.26
Varde,I alt,2007,34197,,
Varde,I alt,2008,34428,50283.75,68.47
Varde,I alt,2009,34518,50434.25,68.44
Varde,I alt,2010,34529,50409.25,68.5
Varde,I alt,2011,34387,50330.25,68.32
Varde,I alt,2012,34288,50124.75,68.41
Varde,I alt,2013,34325,49999.5,68.65
Varde,I alt,2014,34374,50028.25,68.71
Varde,I alt,2015,34419,50190.25,68.58
Varde,I alt,2016,34346,50384.25,68.17
Varde,I alt,2017,34089,50439.0,67.58
Varde,I alt,2018,33824,50225.75,67.34
Varde,I alt,2019,33451,50121.25,66.74
Varde,I alt,2020,33108,49864.25,66.4
Varde,I alt,2021,33037,49679.25,66.5
Varde,I alt,2022,33170,49841.5,66.55
Varde,I alt,2023,32986,49962.75,66.02
Vejen,I alt,2007,28852,,
Vejen,I alt,2008,29112,42566.5,68.39
Vejen,I alt,2009,29068,42757.25,67.98
Vejen,I alt,2010,29043,42792.0,67.87
Vejen,I alt,2011,29090,42762.75,68.03
Vejen,I alt,2012,29106,42777.5,68.04
Vejen,I alt,2013,29028,42663.75,68.04
Vejen,I alt,2014,29010,42673.0,67.98
Vejen,I alt,2015,29119,42705.5,68.19
Vejen,I alt,2016,28996,42856.5,67.66
Vejen,I alt,2017,28940,42849.0,67.54
Vejen,I alt,2018,28923,42864.25,67.48
Vejen,I alt,2019,28780,42795.75,67.25
Vejen,I alt,2020,28760,42757.5,67.26
Vejen,I alt,2021,28542,42757.5,66.75
Vejen,I alt,2022,28607,42720.75,66.96
Vejen,I alt,2023,28673,42896.5,66.84
Vejle,I alt,2007,73081,,
Vejle,I alt,2008,73522,105284.0,69.83
Vejle,I alt,2009,74075,106135.0,69.79
Vejle,I alt,2010,74562,106706.25,69.88
Vejle,I alt,2011,75172,107503.25,69.93
Vejle,I alt,2012,75685,108325.75,69.87
Vejle,I alt,2013,76073,109195.75,69.67
Vejle,I alt,2014,76537,109929.25,69.62
Vejle,I alt,2015,77270,110948.25,69.65
Vejle,I alt,2016,77935,112333.75,69.38
Vejle,I alt,2017,78345,113586.25,68.97
Vejle,I alt,2018,78518,114347.25,68.67
Vejle,I alt,2019,79073,115196.25,68.64
Vejle,I alt,2020,79696,116250.25,68.56
Vejle,I alt,2021,80703,117731.25,68.55
Vejle,I alt,2022,82322,119879.5,68.67
Vejle,I alt,2023,82953,121375.5,68.34
Vesthimmerlands,I alt,2007,26256,,
Vesthimmerlands,I alt,2008,26522,38421.5,69.03
Vesthimmerlands,I alt,2009,26257,38358.0,68.45
Vesthimmerlands,I alt,2010,26085,38055.25,68.55
Vesthimmerlands,I alt,2011,25925,37747.0,68.68
Vesthimmerlands,I alt,2012,25945,37589.0,69.02
Vesthimmerlands,I alt,2013,25845,37563.5,68.8
Vesthimmerlands,I alt,2014,25639,37456.0,68.45
Vesthimmerlands,I alt,2015,25496,37394.75,68.18
Vesthimmerlands,I alt,2016,25319,37285.0,67.91
Vesthimmerlands,I alt,2017,25153,37295.0,67.44
Vesthimmerlands,I alt,2018,24957,37232.5,67.03
Vesthimmerlands,I alt,2019,24582,37004.0,66.43
Vesthimmerlands,I alt,2020,24204,36622.75,66.09
Vesthimmerlands,I alt,2021,24005,36356.5,66.03
Vesthimmerlands,I alt,2022,24035,36366.75,66.09
Vesthimmerlands,I alt,2023,23829,36296.0,65.65
Viborg,I alt,2007,64193,,
Viborg,I alt,2008,64557,92352.75,69.9
Viborg,I alt,2009,64937,93090.75,69.76
Viborg,I alt,2010,65193,93503.5,69.72
Viborg,I alt,2011,65290,93671.75,69.7
Viborg,I alt,2012,65478,94019.0,69.64
Viborg,I alt,2013,65467,94453.25,69.31
Viborg,I alt,2014,65703,94722.5,69.36
Viborg,I alt,2015,66046,95377.25,69.25
Viborg,I alt,2016,66013,96078.75,68.71
Viborg,I alt,2017,66112,96730.75,68.35
Viborg,I alt,2018,66135,97060.75,68.14
Viborg,I alt,2019,65818,97174.5,67.73
Viborg,I alt,2020,65173,96743.5,67.37
Viborg,I alt,2021,65372,96717.5,67.59
Viborg,I alt,2022,65889,97186.25,67.8
Viborg,I alt,2023,65828,97608.5,67.44
Vordingborg,I alt,2007,32450,,
Vordingborg,I alt,2008,32402,46630.25,69.49
Vordingborg,I alt,2009,32192,46444.25,69.31
Vordingborg,I alt,2010,32136,46285.5,69.43
Vordingborg,I alt,2011,31872,46070.0,69.18
Vordingborg,I alt,2012,31489,45662.5,68.96
Vordingborg,I alt,2013,31365,45396.5,69.09
Vordingborg,I alt,2014,31278,45361.75,68.95
Vordingborg,I alt,2015,31277,45595.75,68.6
Vordingborg,I alt,2016,31223,45910.25,68.01
Vordingborg,I alt,2017,31025,46042.75,67.38
Vordingborg,I alt,2018,30762,45971.75,66.92
Vordingborg,I alt,2019,30347,45744.75,66.34
Vordingborg,I alt,2020,30015,45455.0,66.03
Vordingborg,I alt,2021,29968,45304.0,66.15
Vordingborg,I alt,2022,29968,45407.5,66.0
Vordingborg,I alt,2023,30327,45657.25,66.42
Ærø,I alt,2007,4508,,
Ærø,I alt,2008,4520,6695.5,67.51
Ærø,I alt,2009,4519,6687.0,67.58
Ærø,I alt,2010,4499,6682.25,67.33
Ærø,I alt,2011,4480,6649.25,67.38
Ærø,I alt,2012,4379,6612.5,66.22
Ærø,I alt,2013,4222,6471.0,65.24
Ærø,I alt,2014,4133,6341.25,65.18
Ærø,I alt,2015,4097,6276.0,65.28
Ærø,I alt,2016,3953,6239.0,63.36
Ærø,I alt,2017,3903,6179.5,63.16
Ærø,I alt,2018,3797,6133.0,61.91
Ærø,I alt,2019,3725,6023.5,61.84
Ærø,I alt,2020,3676,5970.0,61.57
Ærø,I alt,2021,3718,5998.0,61.99
Ærø,I alt,2022,3689,6039.25,61.08
Ærø,I alt,2023,3630,6003.75,60.46
